text,text_lower,label
El intercambio estudiantil,el intercambio estudiantil,MISC
Complemento y Becas Compartidas DGRI,complemento y becas compartidas dgri,MISC
SEP,sep,ORG
Universidad Macquarie,universidad macquarie,ORG
Memorando de Entendimiento,memorando de entendimiento,MISC
Ministerio de Relaciones Exteriores,ministerio de relaciones exteriores,LOC
Mancomunidad,mancomunidad,ORG
FCO)ÐEmbajada Británica,fco)ðembajada británica,LOC
México,méxico,LOC
Programa de Becas Chevening 2019,programa de becas chevening 2019,MISC
Maestría,maestría,PER
Reino Unido.!En,reino unido.!en,LOC
Programa Jóvenes,programa jóvenes,ORG
Acción,acción,ORG
Embajada,embajada,LOC
Estados Unidos de América,estados unidos de américa,LOC
México,méxico,LOC
CARRERA DOCENTE DE LAS UNIVERSIDADES,carrera docente de las universidades,MISC
ESTATALES,estatales,MISC
El programa,el programa,MISC
Gobierno Federal,gobierno federal,LOC
UPES,upes,ORG
APOYOS,apoyos,ORG
LA ATENCIÓN A,la atención a,ORG
UPES,upes,ORG
El programa,el programa,MISC
UPES,upes,ORG
Diagnosticar,diagnosticar,LOC
UPES,upes,ORG
ACTUALIZACIÓN DE LOS PLANES Y PROGRAMAS DE ESTUDIO EN TODOS LOS TIPOS Y NIVELES,actualización de los planes y programas de estudio en todos los tipos y niveles,MISC
El Artículo,el artículo,MISC
Constitucional,constitucional,ORG
Ó • A,ó • a,MISC
Plan,plan,ORG
Asimismo,asimismo,PER
Ciudad de México,ciudad de méxico,LOC
Con los cambios al Artículo 3o,con los cambios al artículo 3o,MISC
Constitucional,constitucional,MISC
Nueva Escuela Mexicana,nueva escuela mexicana,LOC
En este sentido,en este sentido,MISC
Asimismo,asimismo,MISC
"Por ello, se lleva","por ello, se lleva",MISC
Para garantizar el derecho a la igualdad,para garantizar el derecho a la igualdad,MISC
Savi de Guerrero,savi de guerrero,LOC
Uza´ de Guanajuato,uza´ de guanajuato,LOC
Con el fin de cumplir el derecho,con el fin de cumplir el derecho,MISC
Comisión Nacional de Libros de Texto Gratuitos,comisión nacional de libros de texto gratuitos,ORG
Con lo cual,con lo cual,MISC
Libros de Texto Gratuito,libros de texto gratuito,MISC
Universidad Nacional Autónoma de México,universidad nacional autónoma de méxico,ORG
UNAM,unam,ORG
Centro de Investigaciones y Estudios Superiores en Antropología Social,centro de investigaciones y estudios superiores en antropología social,LOC
CIESAS,ciesas,LOC
Los niños indígenas,los niños indígenas,MISC
Para cumplir con ello,para cumplir con ello,MISC
En la elaboración de los libros,en la elaboración de los libros,MISC
Como segunda lengua los siguientes: Jñatjo,como segunda lengua los siguientes: jñatjo,MISC
Yokot´án,yokot´án,LOC
Tabasco,tabasco,LOC
Hñöhñö,hñöhñö,LOC
Guanajuato,guanajuato,LOC
Como primera lengua,como primera lengua,MISC
Me´phaa,me´phaa,MISC
—omndaa,—omndaa,MISC
Guerrero,guerrero,LOC
Odam,odam,LOC
Audam,audam,LOC
Durango,durango,LOC
Rarámuri,rarámuri,LOC
Chihuahua,chihuahua,LOC
Gobierno Federal,gobierno federal,LOC
Comisión Nacional de Libros de Texto Gratuitos,comisión nacional de libros de texto gratuitos,ORG
El Programa Nacional de Inglés,el programa nacional de inglés,MISC
Así,así,PER
La formación ciudadana,la formación ciudadana,MISC
Artículo 3o,artículo 3o,MISC
Constitucional,constitucional,MISC
Implica,implica,MISC
Exploración,exploración,LOC
Conocimiento del Medio,conocimiento del medio,ORG
Interacciones con el entorno social,interacciones con el entorno social,MISC
Formación Cívica,formación cívica,ORG
Ética,ética,ORG
Sentido de justicia,sentido de justicia,MISC
Conocimiento del Medio,conocimiento del medio,ORG
Formación Cívica,formación cívica,ORG
Ética,ética,ORG
Conocimiento del Medio,conocimiento del medio,ORG
Subsecretaría de Educación Media Superior,subsecretaría de educación media superior,LOC
Coordinación Sectorial de Desarrollo Académico,coordinación sectorial de desarrollo académico,LOC
En febrero de 2019,en febrero de 2019,MISC
Programas de Estudio del Bachillerato Tecnológico,programas de estudio del bachillerato tecnológico,MISC
UEMSTIS,uemstis,ORG
UEMSTAyCM,uemstaycm,ORG
Centros de Estudios Científicos,centros de estudios científicos,LOC
Programas de Estudio para el Bachillerato Tecnológico,programas de estudio para el bachillerato tecnológico,MISC
UEMSTIS,uemstis,ORG
UEMSTAyCM,uemstaycm,LOC
CECyTE,cecyte,LOC
Bachillerato General II,bachillerato general ii,LOC
En la enseñanza de idiomas,en la enseñanza de idiomas,MISC
Red Académica de Inglés,red académica de inglés,LOC
Tecnologías de la Información y la Comunicación,tecnologías de la información y la comunicación,ORG
Tecnologías del Aprendizaje,tecnologías del aprendizaje,MISC
Conocimiento,conocimiento,MISC
Red,red,MISC
TecNM,tecnm,MISC
La oferta educativa,la oferta educativa,MISC
IPN,ipn,MISC
UnADM,unadm,MISC
Derechos Humanos,derechos humanos,ORG
Y TRANSMISIÓN DE MATERIALES,y transmisión de materiales,MISC
Durante el ciclo escolar 2018-2019,durante el ciclo escolar 2018-2019,MISC
Para el ciclo escolar 2019,para el ciclo escolar 2019,MISC
Con relación a la producción,con relación a la producción,MISC
Telebachillerato Comunitario,telebachillerato comunitario,LOC
TBC,tbc,ORG
"Se distribuyeron 2,024,849 libros","se distribuyeron 2,024,849 libros",MISC
PRODUCCIÓN Y DISTRIBUCIÓN DE LIBROS Y MATERIALES CULTURALES • Con,producción y distribución de libros y materiales culturales • con,MISC
Gobierno Federal,gobierno federal,LOC
Unidades de Aprendizaje Autónomo,unidades de aprendizaje autónomo,ORG
De diciembre de 2018,de diciembre de 2018,MISC
Modelo Educativo Comunitario,modelo educativo comunitario,MISC
Marco Curricular,marco curricular,MISC
Aprendizaje Basado,aprendizaje basado,ORG
Colaboración,colaboración,ORG
Diálogo,diálogo,ORG
ABCD,abcd,ORG
CONAFE,conafe,ORG
Con el propósito de favorecer el acceso,con el propósito de favorecer el acceso,MISC
CONAFE,conafe,ORG
Beca Acércate a tu Escuela,beca acércate a tu escuela,MISC
En el ciclo escolar 2017-2018,en el ciclo escolar 2017-2018,MISC
EQUIDAD E INCLUSIÓN,equidad e inclusión,MISC
EL BIENESTAR DE LAS PERSONAS,el bienestar de las personas,MISC
Programa para la Inclusión,programa para la inclusión,ORG
Equidad Educativa,equidad educativa,ORG
PIEE,piee,ORG
Artículo,artículo,PER
Constitucional,constitucional,MISC
Savi,savi,LOC
Guerrero,guerrero,LOC
Uza´,uza´,PER
Guanajuato,guanajuato,LOC
Náhuatl de Guerrero,náhuatl de guerrero,LOC
Nueva Escuela Mexicana,nueva escuela mexicana,LOC
Las Plazas Comunitarias,las plazas comunitarias,LOC
Instituto Nacional para la Educación de los Adultos,instituto nacional para la educación de los adultos,ORG
INEA,inea,ORG
Plazas Comunitarias Institucionales,plazas comunitarias institucionales,ORG
México,méxico,LOC
Jalisco,jalisco,LOC
Puebla,puebla,LOC
Oaxaca,oaxaca,LOC
Plazas Comunitarias,plazas comunitarias,ORG
Estados Unidos de América,estados unidos de américa,LOC
EUA,eua,LOC
El objetivo de las Plazas,el objetivo de las plazas,MISC
EUA,eua,LOC
INEA,inea,ORG
Se,se,MISC
El Modelo de Educación para la Vida y el Trabajo,el modelo de educación para la vida y el trabajo,MISC
MEVyT,mevyt,LOC
Portal,portal,MISC
Moodle,moodle,MISC
Consejo Nacional de Educación para la Vida y el Trabajo,consejo nacional de educación para la vida y el trabajo,ORG
CONEVYT,conevyt,ORG
Mediante el portal,mediante el portal,MISC
Programa de Certificación,programa de certificación,MISC
INEA,inea,ORG
El total de personas,el total de personas,MISC
Los servicios descentralizados de la Educación para la vida y el trabajo,los servicios descentralizados de la educación para la vida y el trabajo,MISC
Gobierno Federal,gobierno federal,LOC
Entre julio de 2018,entre julio de 2018,MISC
Institutos de Capacitación para el Trabajo,institutos de capacitación para el trabajo,MISC
En la atención a grupos de población vulnerables,en la atención a grupos de población vulnerables,MISC
El CONALEP,el conalep,MISC
Dentro de la educación básica,dentro de la educación básica,MISC
Telesecundarias,telesecundarias,MISC
Aun,aun,MISC
Telesecundaria,telesecundaria,ORG
Este documento identifica,este documento identifica,MISC
En educación media superior,en educación media superior,MISC
Colegio de Bachilleres,colegio de bachilleres,LOC
Programa de atención educativa a pueblos,programa de atención educativa a pueblos,ORG
En total representan,en total representan,MISC
Para favorecer la inclusión,para favorecer la inclusión,MISC
Telebachillerato Comunitario,telebachillerato comunitario,LOC
Cuenta,cuenta,LOC
Telebachillerato Comunitario,telebachillerato comunitario,LOC
El Telebachillerato Comunitario,el telebachillerato comunitario,LOC
Ciudad de México,ciudad de méxico,LOC
La mayoría de estos servicios,la mayoría de estos servicios,MISC
estado de,estado de,LOC
Guanajuato,guanajuato,LOC
Guerrero,guerrero,LOC
Por lo menos,por lo menos,MISC
CENTRO,centro,LOC
CAED,caed,MISC
Bachillerato No Escolarizado,bachillerato no escolarizado,ORG
Dicha opción educativa,dicha opción educativa,MISC
Centros de Atención para Estudiantes,centros de atención para estudiantes,ORG
Discapacidad,discapacidad,ORG
CAED,caed,MISC
EL EMPLEO A,el empleo a,MISC
LAS TECNOLOGÍAS,las tecnologías,MISC
LAS AMÉRICAS,las américas,MISC
POETA,poeta,ORG
El programa,el programa,MISC
Centros de Atención a Estudiantes,centros de atención a estudiantes,ORG
Discapacidad • Entre,discapacidad • entre,ORG
CAED,caed,MISC
De los alumnos,de los alumnos,MISC
CAED,caed,MISC
POETA,poeta,ORG
Centros de Capacitación para el Trabajo Industrial,centros de capacitación para el trabajo industrial,ORG
CECATI,cecati,ORG
Estas,estas,MISC
POETA,poeta,ORG
En educación,en educación,MISC
La UnADM,la unadm,LOC
UnADM,unadm,MISC
TecNM,tecnm,MISC
El Movimiento contra el Abandono Escolar,el movimiento contra el abandono escolar,ORG
CECyTEs,cecytes,ORG
Modelo psicopedagógico,modelo psicopedagógico,MISC
Programa Institucional de Tutorías del Tecnológico Nacional de México,programa institucional de tutorías del tecnológico nacional de méxico,ORG
Programa Nacional de Tutorías,programa nacional de tutorías,ORG
Universidades Tecnológicas y Politécnicas,universidades tecnológicas y politécnicas,LOC
Comparando,comparando,LOC
IPN,ipn,MISC
En posgrado,en posgrado,MISC
"En total participaron 5,958 personas.","en total participaron 5,958 personas.",MISC
BECAS Y OTROS ESTÍMULOS A ESTUDIANTES,becas y otros estímulos a estudiantes,MISC
ACADÉMICOS,académicos,ORG
MIGRANTE,migrante,MISC
PROBEM,probem,ORG
El programa,el programa,MISC
México,méxico,LOC
EUA,eua,LOC
Durante la edición 2018,durante la edición 2018,MISC
En la edición 2019,en la edición 2019,MISC
EUA,eua,LOC
En el marco del PROBEM,en el marco del probem,MISC
Documento de Transferencia del Estudiante Migrante Binacional,documento de transferencia del estudiante migrante binacional,ORG
México,méxico,LOC
EUA,eua,LOC
Documentos de Transferencia,documentos de transferencia,MISC
Con el fin de fortalecer la vinculación,con el fin de fortalecer la vinculación,MISC
Colegio de Bachilleres,colegio de bachilleres,LOC
Protección a la Salud,protección a la salud,ORG
Protección al Medio Ambiente,protección al medio ambiente,ORG
Se logró,se logró,MISC
CECATI,cecati,ORG
POLIFLEX,poliflex,ORG
L'Oreal,l'oreal,ORG
SALUD,salud,MISC
TODA,toda,ORG
Se reconocen los desafíos que enfrenta nuestro país en términos de la segmentación,se reconocen los desafíos que enfrenta nuestro país en términos de la segmentación,MISC
Del 1 de diciembre de 2018,del 1 de diciembre de 2018,MISC
Gobierno de la República,gobierno de la república,MISC
ESTRATEGIAS,estrategias,MISC
FORTALECIMIENTO,fortalecimiento,MISC
NIVEL DE ATENCIÓN Y SENTAR LAS BASES,nivel de atención y sentar las bases,MISC
MODELO DE ATENCIÓN PRIMARIA A LA SALUD,modelo de atención primaria a la salud,ORG
INTEGRAL,integral,MISC
APS,aps,MISC
I,i,MISC
Atención,atención,ORG
Redes,redes,ORG
Dichas,dichas,ORG
Sistema Nacional de Salud,sistema nacional de salud,ORG
Censo Estratégico,censo estratégico,MISC
Chiapas,chiapas,LOC
Veracruz,veracruz,LOC
Tabasco,tabasco,LOC
Adicionalmente,adicionalmente,LOC
Asimismo,asimismo,LOC
Secretaría de Salud,secretaría de salud,MISC
SS,ss,ORG
Redefinición de Redes de Servicios,redefinición de redes de servicios,LOC
Reformulación de Jurisdicciones Sanitarias,reformulación de jurisdicciones sanitarias,MISC
Instituto Mexicano del Seguro Social,instituto mexicano del seguro social,ORG
IMSS,imss,ORG
Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,instituto de seguridad y servicios sociales de los trabajadores del estado,ORG
ISSSTE,issste,ORG
IMSS,imss,MISC
BIENESTAR,bienestar,ORG
Distritos de Salud,distritos de salud,LOC
Se llevó a cabo la creación,se llevó a cabo la creación,MISC
Compendio Nacional de Insumos para la Salud,compendio nacional de insumos para la salud,MISC
Cuadro Básico,cuadro básico,ORG
Catálogo de Insumos del Sector Salud,catálogo de insumos del sector salud,MISC
Estecambio,estecambio,PER
Los beneficios directos de este cambio,los beneficios directos de este cambio,MISC
A junio de 2019,a junio de 2019,MISC
El Gobierno de México,el gobierno de méxico,MISC
Para ello impulsó,para ello impulsó,MISC
También,también,PER
México,méxico,LOC
Dinamarca,dinamarca,LOC
Tabasco,tabasco,LOC
; 3) Telemedicina,; 3) telemedicina,LOC
; 4) Programas,; 4) programas,LOC
Salud,salud,MISC
La Organización Panamericana de la Salud,la organización panamericana de la salud,ORG
Mundial de la Salud,mundial de la salud,MISC
OMS,oms,ORG
México,méxico,LOC
Lanzamiento del Informe de la Comisión de Alto Nivel,lanzamiento del informe de la comisión de alto nivel,MISC
Salud Universal para el Siglo,salud universal para el siglo,ORG
Alma-AtaÓ,alma-ataó,MISC
Naciones Unidas para los Derechos Humanos,naciones unidas para los derechos humanos,ORG
Organización de los Estados Americanos,organización de los estados americanos,ORG
OPS,ops,ORG
Américas,américas,LOC
El lanzamiento en México,el lanzamiento en méxico,MISC
Asamblea General de Naciones Unidas,asamblea general de naciones unidas,ORG
Aunado,aunado,ORG
Consejo Nacional,consejo nacional,ORG
SaludÓ,saludó,MISC
Reglas de Operación del Consejo Nacional de Salud,reglas de operación del consejo nacional de salud,ORG
Diario Oficial de la Federación,diario oficial de la federación,MISC
DOF,dof,MISC
PREVENCIÓN Y PROMOCIÓN DE LA SALUD,prevención y promoción de la salud,MISC
ACCIÓN COMUNITARIA De,acción comunitaria de,MISC
Del 23 de febrero al 1 de marzo de 2019,del 23 de febrero al 1 de marzo de 2019,MISC
Primera Semana Nacional de Salud,primera semana nacional de salud,MISC
Segunda Semana Nacional de Salud,segunda semana nacional de salud,MISC
Vida 1/ El registro de la Segunda Semana Nacional de Salud,vida 1/ el registro de la segunda semana nacional de salud,MISC
Suero Oral,suero oral,ORG
A,a,MISC
De diciembre de 2018,de diciembre de 2018,MISC
Del 1 de diciembre de 2018,del 1 de diciembre de 2018,MISC
Comités Municipales de Salud,comités municipales de salud,MISC
De diciembre de 2018,de diciembre de 2018,MISC
Redes Estatales de Municipios por la Salud,redes estatales de municipios por la salud,LOC
Los determinantes de la salud,los determinantes de la salud,MISC
Aguascalientes,aguascalientes,LOC
Baja California,baja california,LOC
Campeche,campeche,LOC
Chiapas,chiapas,LOC
Chihuahua,chihuahua,LOC
Colima,colima,LOC
Guanajuato,guanajuato,LOC
Hidalgo,hidalgo,LOC
Michoacán,michoacán,LOC
Nayarit,nayarit,LOC
Sonora,sonora,LOC
Tlaxcala,tlaxcala,LOC
Veracruz,veracruz,LOC
Zacatecas,zacatecas,LOC
Primera Jornada Nacional,primera jornada nacional,MISC
Asimismo,asimismo,PER
Al 30 de junio de 2019,al 30 de junio de 2019,MISC
Semana Nacional,semana nacional,MISC
Canina y Felina,canina y felina,MISC
Se llevaron a cabo,se llevaron a cabo,MISC
ATENCIÓN A LA SALUD INFANTIL,atención a la salud infantil,ORG
